comment,label
"Tôi vẫn chưa có điều kiện để cùng vợ xem phim Ròm. Nhưng qua trailer cũng như nhiều phương diện từ khán giả, tôi đánh giá cao Sự hy sinh đầy tâm huyết của bạn( Đạo diễn). Rồi tôi sẽ đến rạp để thoả mãn cơn thèm 1 tác phẩm điện ảnh mang tầm vóc và nghị lực của anh em nhà Ròm. Thân ái.!",neutral
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #279,positive
Thật sự lo lắng cho tương lai nếu cứ tiếp tục - tâm trạng #1154,negative
Cách chia công bằng nhất là sự đồng thuận bằng con tim của tất cả anh em ruột thịt.,neutral
Một tin vui cho bà con mình.,neutral
"Thời tiết thì mưa liên tục, khí hậu thì lạnh nhất trong mọi giải đấu từ xưa đến nay(các giải tháng 9 tháng 10 đều dc tổ chức trên sân cứng trong nhà với sân vận động kín hoàn toàn nên dù ngoài trời nhiệt độ âm cũng chả ảnh hưởng gì tới các VĐV bên trong),như vậy Nole đã thuận lợi giờ còn thuận lợi hơn so với nadal(lịch thi đấu nhẹ hơn nadal, đã vậy nadal sống ở đảo địa trung hải rất khô ráo và nắng nóng gần như quanh năm,mùa đông cũng ko quá dài và lạnh, còn nole từ lâu đã chuyển đến sống ở Pháp(monaco) nên khí hậu lạnh mùa đông ở Pháp nole quá quen thuộc rồi,hi vọng những ngày thi đấu BK và CK sẽ có mưa nhỏ trước khi trận đấu bắt đầu 1 tí để BTC đóng mái che lại cả trận cho nadal đỡ lạnh)",negative
"Xe cũ cứ Toy mà chiến, Vios thẳng tiến nếu có biển số vàng thì càng quý hiếm nên mua ngay, giá nào cũng mua",spam
Click nhận voucher giảm giá 70% ngay hôm nay - ưu đãi #391,spam
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #183,positive
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #1312",positive
Đúng là kiếm được miếng ăn không dễ dàng gì. Con vật cũng vậy phải lừa nhau để tồn tại,neutral
"Nếu nhà bạn chỉ thỉnh thoảng mới xài tối đa 5 chỗ thì nên mua Mitsu Attrage bởi xe nhập giá rẻ, rộng rãi bởi xe phân khúc B, tiết kiệm nhiên liệu nhưng khuyết điểm duy nhất là máy yếu như phân khúc A. Ngoài ra bạn có thể chọn Vios là một lựa chọn an toàn khác. Còn nếu nhà bạn thường xuyên chở đầy 5 chỗ thì bạn nên mua 7 chỗ mà lựa chọn tốt nhất hiện nay trong tầm giá là Xpander, nên né Ertiga hay XL7 ra vì bảo dưỡng của Suzuki rất tệ nên cho dù xe có tốt, giá có phải chăng hơn Xpander đi nữa thì mua xe Suzuki cũng khá là phiêu lưu.",negative
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #1769,positive
Bình luận như điên,toxic
Co ay se la TONG THONG NUOC MY trong tuong lai .,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #2806",positive
"Gọi 3 cạnh tam giác lần lượt là a,b,c và 3 đường cao tương ứng là x,y,zTa có 2a.x < a.(b+c); 2b.y a+b+c < 2 (x+y+z) hay a + b +c <2Ta có (a-b)^2 + (b-c)^2 + (c-a)^2 0 nên (a+b+c)^2 3 (ab + bc + ca) hay ab + bc + ca < 4/3 tương đương với S<4/9 nên diện tích tam giác không thể lớn hơn diện tích trái đất.",neutral
"CẦU CHO THẾ GIỚI HÒA BÌNH , CHÚNG SANH AN LẠC.",neutral
Rác content lại xuất hiện,toxic
Mong chính quyền thành phố dẹp hết giang hồ cho mọi người được nhờ.,neutral
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #336,negative
Thật tự hào khi thấy sản phẩm Việt chất lượng như vậy - cảm hứng #1977,positive
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #1895,positive
Nhận thêm quà khi chia sẻ bài viết này - ưu đãi #210,spam
"Hẻm tôi cư trú cũng thế, ôi thôi người ta tổ chức đá gà la lối ỏm tỏi. Họ say máu nhìn con gà cũng không thèm nhường cho người khác đi qua. Đánh bài thâu đêm, nhậu nhẹt suốt sáng, chửi bới nhau cả ngày. Lậy trời cho con có tiền chuyển đi nơi khác sống.",neutral
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #1390",positive
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #596,negative
"Mầu Mắt, da,tóc không thể chuẩn xác.",neutral
"Sự thay đổi của chị đã tạo nên giá trị cho bản thân, vẻ đẹp tâm hồn rất đáng trân trọng, 1 phần việc chị làm đã nghĩ cho xã hội. Rất hay, và thức thời.",neutral
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #2611",positive
"Đối với tôi ko chỉ có 2 bài trên, tất cả ca khúc của anh đều là ""hit""! Thân ái!",neutral
Hàng của ĐMX thấy chất lượng vừa hết bảo hành là vừa hư.!,neutral
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #1459",negative
"Yêu cầu anh Giang cứ tố giác hành vi của người này, ko rút đơn mà cần phải xử lý nghiêm hành vi này. Chỉ có phạt thì những người này mới có bài học nhớ đời chứ xin lỗi bằng tin nhắn hay bằng miệng mà tha thứ thì dễ dãi quá.",neutral
Cũng may mình sợ màu của củ dền nên không có ăn,negative
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #1571",positive
Chuyên gia đạo lý mạng xã hội,toxic
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #539,positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #1056",positive
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #676",positive
Tôi năm nay 40 tuổi mà chưa thấy trường hợp nào như thế này,neutral
"tổng 3 chiều cao của hình tam giác 1mm có nghĩa là khác không, diện tích của hình tam giác băng chiều cao nhân đáy chia cho hai, vây kéo dài vô cực cạnh đáy của tam giác nhất định sẽ lớn hơn diện tích của trái đất vì diện tích trái đất là một diện tích có hạn, cái vô hạn phải lớn hơn cái hữu hạn ( 8/9/2020 ) ",neutral
Chúc bạn luôn giữ vững phong độ,neutral
"đây là 1 giải pháp rất hữu ích để giảm kẹt xe, cướp giật, phóng xe vượt ẩu... bên cạnh đó, mình thấy tìm giải pháp để điều chỉnh dải phân cách 2 bên đường cho phù hợp với các khung giờ cao điểm cũng là 1 giải pháp hữu ích, hiện nay có nhiều thời điểm 1 bên đường rất đông, trong khi chiều ngược lại thì vắng tanh, nhất là giờ tan sở. Nếu mình có giải pháp điều chỉnh dải phân cách linh động theo khung giờ thì sẽ bớt kẹt xe rất nhiều",neutral
Duy trì được số ngày không ca lây nhiễm công đồng lúc này là vô cùng quan trọng. Các nước căn cứ vào thành quả này để mở cửa với Việt Nam !,neutral
"Trước kia tôi dạy hs thì ngoài sách giáo khoa là bắt buộc phải mua, còn các tài liệu tham khảo hay bất cứ gì đó tôi toàn phát miễn phí cho hs. Mà giờ tài liệu tham khảo có đầy trên mạng, chỉ cho hs tự về nhà down, cài hay tự in mà học.",neutral
Ác quỷ chứ không phải người nữa.Đừng coi người nghiện là bệnh nhân nữa!Đã dính vào ma túy thì mua bán và sử dụng đều là tội phạm.,toxic
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #43,negative
"Chúc bé luôn bình an trong tương lai, và chúc các bạn tình nguyện vui luôn an lạc hạnh phúc trong cuộc sông, các bạn đã làm tôi cay khoé mắt, cám on cac ban",positive
Dân tình bây giờ đã bắt đầu thờ ơ rồi! Chả ai chịu đeo khẩu trang nơi công cộng nữa! Đề nghị kích hoạt lại chế tài phạt 300k nếu không đeo khẩu trang ra đường,neutral
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #251",positive
Giấy tờ ổn thì xúc thôi bạn. Chắc không có đáy đâu.,neutral
"Khi nào gọi là bão, khi nào gọi là áp thấp nhiệt đớii, có ai giải thích giùm tui không ??? cám ơn",neutral
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #231",positive
"Covid không chừa một ai, liệu Trump đã biết sợ chưa? Hy vọng ông vượt qua được ải này.Chỉ là một thương gia mà lại không thèm nghe khuyến cáo của các chuyên gia y tế.",negative
"Một ngày tồi tệ, mong mọi chuyện sớm khá hơn - tâm trạng #555",negative
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #2399,positive
Cảm ơn vì đã lan tỏa yêu thương đến mọi người - cảm hứng #1379,positive
Bệnh từ miệng mà vào. Tóm lại là cứ ăn chín uống sôi.,neutral
Ra đường mà ko có rọ móm gì cả. Nhỡ cắn 1 cái là tiêm 9 mũi vào mông.,neutral
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #1468,positive
Ác gì ác dữ vậy. Sao không kiếm ai to xác như mình mà đánh.,toxic
idol của tôi từ hồi phim Ma Trận ... chúc a luôn bình an,neutral
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #2054",positive
"Mình ghét đôi này chỉ vì ""hội bạn thân"" của cô vợ",toxic
Mỗi khi M10 có bóng hút 2-3 cầu thủ đối phương vây quanh đủ tạo khoảng trống cho đồng đội.vai trò của M10 là rất lớn,neutral
"Xe đạp nha bạn , bao bền bao tiết kiệm xăng",neutral
"Chắc họ nghĩ mình là những cua-rơ chuyên nghiệp đang tham gia giải đấu nên ""bao"" nguyên con đường... Chán với ý thức của những người này....",toxic
Để được ở phải tích lũy hàng vài chục năm còn chưa chắc đủ tiền. Nghĩ mà đau.,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #623,positive
Nội dung chữa lành khiến mình thấy ấm lòng - cảm hứng #365,positive
"Không nên cho phép sử dụng điện thoại thông minh trong lớp học vì nó khiến học sinh bị phân tâm không chú ý bài giảng của giáo viên.Chỉ khuyến khích học sinh sử dụng vi tính tại nhà để tra cứu,bổ sung kiến thức các môn học",neutral
"Bữa nghe có hội chứng ăn vàng, ăn đất, ăn bóng đèn. Nhưng riêng chú nào thì bao hội chứng luôn, nghĩ sao ống tim và đá mà cũng nuốt thì bao giờ mới đói",neutral
Mọi thứ đang trở nên tệ hại hơn mỗi ngày - tâm trạng #1410,negative
Rất tuyệt vời,positive
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #122",positive
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #1231,negative
trận thắng mang đậm dấu giày của HLV,neutral
"Mọi chi tiết đều chỉn chu, đúng là đỉnh cao - cảm hứng #500",positive
Chị nào cũng trẻ đẹp nhưng vẫn thua bx em ở nhà.,neutral
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #154",positive
Cá trắm đen này dưới Miền Tây người ta kêu cá ét phải không các bạn ???,neutral
"Nên mua Attrage, ko phải chê xe Hàn khen xe Nhật nhưng xe Nhật nhập Thái vẫn ngon về chất lượng so với xe Hàn lắp ráp. được cái xe lắp ráp đang giảm thuế trước bạ còn 6%",negative
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #2658,positive
Không thể tin được là lại xảy ra chuyện này - tâm trạng #127,negative
Bữa giờ uống không để ý.,neutral
Anh này biết hưởng thụ quá!,neutral
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #1189",negative
"Tại thị trường China thì doanh số các dòng chủ đạo của Lếch Xù trong năm 2019 như sau: LS được 5.700 xe, ES được 4.800 xe, RX được 3.700 xe.Như vậy tại tất cả các thị trường từ Âu, Mỹ, Nhật, Hàn, China cho tới VN thì xe cận sang Nhật bao giờ cũng kém hơn Mẹc và BMW!Thật vậy Wigo quá nhiều giá trị cốt lõi.",negative
"Tuyệt quá, chúc mừng 2 bé và các bác sĩ",positive
"Bởi mới nói bên Mỹ bất cứ cái chi cũng có thể gọi cho cảnh sát được, chắc điện thoại cảnh sát bên ấy reo không ngừng nghỉ ....^^",neutral
"Sáng thứ bảy,thấy các bé lớp 1đeo cặp đi học thêm, mặt vẫn ngây ngủ, tay mang thức ăn. Chúng ta đang đánh cắp tuổi thơ của các cháu, khi nào hết cảnh này thì giáo dục thành công",toxic
Bạn có cách trình bày rất cuốn hút,neutral
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #1393,negative
"Ở nhiều quốc gia, trẻ em được học bơi rất sớm. Hồ bơi cũng khá đơn giản, chỉ là những hồ bơi bằng vải bạt được bơm căng lên. Hồi tôi còn ở Úc năm 2001, tôi thấy hầu hết trẻ ở các lớp mẫu giáo đều có thể bơi lội được.",neutral
"Có hiếu là một từ đã được xác định,, không thể hiểu rằng phải có tiền để phụng dưỡng cha mẹ mới gọi là có Hiếu? đó là những ý nghĩ hạn hẹp về chữ Hiếu? Ở đây ta phải hiểu rằng Hiếu là bổn phận trách nhiệm của con cái phải trả công ơn cha mẹ đã sinh thành nuôi dưỡng mình từ lúc mới sanh ra chưa có gì và không biết gì? Một người gọi là bất hiếu sẽ đồng nghĩa với bất nghĩa (người không nhớ ơn), bất nhân (người không có tính người tức là còn thua tính thú vật, vì thú vật còn biết người nuôi dưỡng chúng? Còn mình thì không biết?) đối với cha mẹ không phải bằng sự chăm lo cung phụng từ vật chất tiền bạc là đủ? Mà phải luôn đến tinh thần tất cả về mọi mặt để làm sao đưa cha mẹ từ thiếu thốn không còn thiếu thốn, từ không an vui buồn phiền đến có an vui, vui vẻ, từ kém tri thức đến sáng suốt tri thức ,từ chưa có hạnh phúc sẽ được hạnh phúc, vân vân và vân vân... dẫn đến tiến tới chân thiện mỹ tất cả theo năng lực của mỗi người con, ai cố gắng làm được những điều này. Đó mới thật sự là người con có Hiếu. ",toxic
"Nhớ hồi BoBo hát ở sân hàng Đẫy năm 2001, khán giả quá đông và bỏ lại hàng loạt đôi dép do dẫm chân nhau chạy theo BoBo dưới bãi cỏ",neutral
"Mỗi xe có những ưu điểm nhất định. I10 là con xe quốc dân rồi, với ưu điểm kiểu dáng đẹp, tiêu hao ít nhiên liệu, bền bỉ, không gian bên trong rộng rãi. Fadil thì lại thiên về động cơ, đi Fadil thì cảm giác rất êm và bốc. Theo ý kiến cá nhân của tôi, với nhu cầu chạy thêm dịch vụ như của bạn thì nên chọn con i10 nhé.",neutral
Nếu dương tính với ma túy thì hình phạt ra sao ....tui thấy không ít quán bar khi bị kiển tra thì toàn bộ khách đều dương tính ma túy...có phải chăng mức khung phạt cho tội này còn quá nhẹ không đủ sức răn đe?,neutral
Tôi muốn chuyển cho anh ít tiền ủng hộ,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #3006",positive
"Hic các nạn nhân này gần nhà mình ngoài quê, trong đó có 1 người hoàn cảnh khó khăn vô cùng, vợ anh vừa mất sau khi sinh con thứ 2, bây giờ anh cũng mất để lại 2 con thơ bơ vơ không ai nương tựa. Ai bảo số khổ trời thương, chứ sao bao tai họa đổ dồn lên 1 gia đình. Cầu mong các nạn nhân siêu thoát về miền cực lạc.",neutral
Thật đáng buồn khi mọi thứ diễn ra như vậy - tâm trạng #181,negative
Flash sale cuối tuần - đặt hàng trước 12h để freeship - ưu đãi #14,spam
Không thể tin được là lại xảy ra chuyện này - tâm trạng #167,negative
cảm ơn các chiến sỹ công an. xin hãy trấn áp bọn tội phạm ma túy mạnh hơn nữa,positive
"Vẫn là Pen, một bên cướp Pen của em út với một bên tự làm tự ăn, vậy thì ai hôi pen bẩn vậy cule?",neutral
Đã đến lớp là phải tập trung nghe sự chuyền đạt kiến thức của thầy cô . Không phải là đến lớp ngồi mà bấm hợp pháp được . Bọn trẻ sử dụng điện thoại thời gian ở nhà đã đủ lu mê rồi bây giờ lại ở lớp học nữa .. Thôi thôi dẹp vụ này đi .,neutral
Trước mắt tôi chỉ thấy một ba lô nặng đến nỗi con tôi ko thể mang đc,neutral
"design form ôm khuôn mặt rất hợp lý, may cũng đẹp nhưng mà tận những $120/chiết thì đắt quá; tui dùng khẩu trang vải (3 lớp: 1 linen + cotton + 1 silk) thêu tay của thợ thủ công Việt Nam (đẹp mềm mịn) đã thấy thích lắm rồi",neutral
Ôi chạm vào món yêu thích của tôi rồi.,neutral
"Comment nhưng k biết các bác đưa các quyết định có đọc k? Riêng bản thân tôi hoàn toàn phản đối việc học thêm. Con tôi mới học lớp 3, ra khỏi nhà lúc 6h 30 đến 5h30 mẹ con mới gặp nhau, thế mà cô giáo vẫn nhắn với cha mẹ học sinh là buổi tối cho các con đến nhà cô học từ 7h30 đến 9h30. Tôi tự hỏi thời gian trên lớp bằng nấy tiếng đồng hồ vẫn chưa đủ sao? Vậy vấn đề nằm ở đâu? Nằm ở chỗ học 1 kiểu thi 1 kiểu? Thương mại hoá giáo dục? Riêng môn tiếng anh mua 1 quyển sách để học thêm (superkids ) giá đã bằng cả bộ sách cơ bản lớp1. Vậy có gọi là giáo dục k? Con quay cuồng với học, bố mẹ quay cuồng đưa đón. Còn chưa kể thời gian bố mẹ đi làm 1 kiểu, con đi học 1 kiểu?",toxic
Nhận quà tặng bí mật khi để lại số điện thoại - ưu đãi #395,spam
Mua ngay combo dưỡng da chỉ 99k số lượng có hạn - ưu đãi #732,spam
Cây đẹp nhưng theo phong thủy án ngưỡng trước cửa nhà như vậy là không tốt. Lại tán lá xum xuê che kín mái nhà thế kia thì quanh năm áng ánh mặt trời. Chủ nhà nên chặt bỏ.,neutral
"khách hàng cũng tuyệt đối không cho ai ký thay hồ sơ, giấy tờ trong bất kỳ trường hợp nào, câu này tôi nghĩ ngân hàng cũng phải có trách nhiệm nữa chứ, sao chỉ đổ thừa cho khách hàng nhỉ? .",positive
"Con sốt, cha mẹ cũng sốt theo. Đằng này có thành phần làm trái ngược lại. Tội bé vô phước. Chúc con khỏe mạnh, bình an.",neutral
Mình cảm thấy thất vọng vì trải nghiệm vừa rồi - tâm trạng #872,negative
Đừng đùa với luật pháp mỹ. rất nghiêm khắc.,neutral
Quá nhiều bất công khiến lòng người chán nản - tâm trạng #826,negative
Giải pháp: (1) Ngừng ăn thịt chó và (2) Xử lý nghiêm các đối tượng trộm chó:-),neutral
Nhận thêm quà khi chia sẻ bài viết này - ưu đãi #50,spam
"Cách giảm giá nhà đất cho mọi người dân có thu nhập trung bình tiếp cận được chỉ duy nhất là xây dựng các trục giao thông công cộng tốc độ cao hướng tâm, giản dân ra các tỉnh gần tp nhưng vẫn đảm bảo thời gian đi lại làm việc cho tất cả mọi người. Đất Long An, Tiền Giang, Đồng Nai, Bình Dương, Tây Ninh sẽ là giải pháp tốt nhất.",spam
Phần thưởng cho các em thi tuần quá ít so với giải thưởng trò chơi trên truyền hình. Các em học giỏi thì ở đâu cũng giúp ích cho đất nước.,negative
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #612",positive
Ko có,neutral
Quan điểm Covid19 có thể lây qua khí dung là có thật. Nên mũ bảo hộ con vịt là một sáng kiến hay và hiệu quả. BS xứng đáng là công dân ưu tú thủ đô. BS sẽ giỏi hơn và thăng tiến nhìu hơn trong tương lai. Chúc BS Cấp sức khỏe và lun hạnh phúc trong cuộc sống,positive
Sao lại có những người nhẫn tâm vậy. Chín tháng mười ngày là quãng thời gian có phải ai cũng vượt qua đơn giản đâu. Nâng lưu bào thai từng tý một để sinh mẹ tròn con vuông. Vậy mà có những kẻ lỡ tám bỏ đi đứa con đỏ hon hỏn không biết người hay con vật.,toxic
"Thấy con Kia Sorento 2021 mới ra ,nhìn ngon ghê",negative
"Dịch vụ chuyên nghiệp và tận tâm, cảm ơn rất nhiều - cảm hứng #2392",positive
thật muốn biết bên trong lâu đài như thế nào quá,neutral
"Một ngày tồi tệ, mong mọi chuyện sớm khá hơn - tâm trạng #1085",negative
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #2686",positive
Bạo hành động vật thì đạo đức cũng ko ra gì!,neutral
Năng lượng tích cực khiến ngày mới của mình tuyệt hơn - cảm hứng #2388,positive
Đăng ký bản quyền luôn :'),spam
"Giảm giá sốc 90% toàn bộ sản phẩm, nhanh tay kẻo lỡ - ưu đãi #617",spam
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #499",negative
Ấn tượng nhất gia đình nhà TT Trump ai cũng cao dáng đẹp..!,positive
Nhận quà tặng bí mật khi để lại số điện thoại - ưu đãi #455,spam
Dịch vụ kém xa kỳ vọng khiến mình rất bực - tâm trạng #1203,negative
"Điều kiện khá giả, ko chạy dịch vụ, mua phục vụ bản thân gia đình thì mua Fadil, lại được tiếng yêu nước, chốt Fadil đi. Đừng nghe fan Nhât-Hàn chém gió, mệt.",neutral
Thật tự hào khi thấy sản phẩm Việt chất lượng như vậy - cảm hứng #3077,positive
Flash sale cuối tuần - đặt hàng trước 12h để freeship - ưu đãi #524,spam
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #156",positive
"Thật tuyệt vời, mình sẽ ủng hộ dài lâu - cảm hứng #991",positive
Mấy đứa như này mới làm xấu hình ảnh cộng đồng,toxic
Hình như phạt roi phải quất vào mông chứ. Lưng nào chịu nổi.,neutral
FaTi hay quá. quả thật cậu quá may mắn khi được chọn là người kế tục Messi. hi vọng không bị áp lực quá,neutral
"Em nghĩ bác có thể vay thêm ngân hàng hoặc nhận trả góp mua xe mới luôn. Vì đây là dòng xe cỏ, đi đã không được chuẩn chỉ rồi mà còn là xe cũ nữa thực sự không đáng.Còn vẫn muốn thì nên lấy i10 ạ, dòng 2015 đổ về.",neutral
Đi làm còn cấm sd điện thoại. Vậy thì đi học sd dt làm gì vậy,neutral
Nói thì dễ lắm,neutral
"Câu hỏi thiếu dữ liệu để có thể đưa ra câu trả lời hợp lý. Gia đình bao gồm bao nhiêu người? Có trẻ em không, bao nhiêu tuổi? Có quá to cao không?",neutral
Dự phòng cho trường hợp VN thành công xưởng chế tạo sẽ cần rất nhiều điện mới thu hút được.,positive
Già mất nết,toxic
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #779",negative
Theo tôi nghĩ Sai ở đây là do ngắn nhân viên ngân hàng. Vì chung minh thư Đã có ảnh để đổi chiếu khuôn mặt mà,neutral
"Phong cách làm việc tuyệt hảo, mong các bạn tiếp tục - cảm hứng #736",positive
Còn não không mà nói câu đó?,toxic
"Đúng, để người khác đánh học sinh của mình vậy mà k có động thái nào can thiệp, k có trách nhiệm.",neutral
Sĩ quan này rất thẳng thắn và mạnh mẽ. Tôi hy vọng Biden sẽ trở thành tân tổng thống của Hoa Kỳ,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #1363,positive
"Mừng, nhưng nghẹn ko nói nên lời.",neutral
"Bảo tàng và thư viện là 2 nơi khó khăn nhất, nghèo nhất của ngành văn hóa. Đây là nhận xét của tôi sau nhiều năm đi công tác nhiều tỉnh thành. Thật tiếc. Được đi một số nước châu Âu và Mỹ, Úc, thấy bảo tàng, thư viện của họ khác hẳn, lần nào vào cũng thấy đông người đủ lứa tuổi tham quan, đọc sách, mượn sách. Ngẫm về ta lại thấy thật thật tiếc.",neutral
Thật đáng quý,positive
"Khóc rồi, sao thương mấy bé quá. Cảm giác đơn độc mà tủi thân vô cùng.",neutral
Tôi cực lực phản đối cho hs dùng đt trong lớp học vì tôi là một giáo viên nên tôi biết hs có thực sự cần hay không?,neutral
"Ưu đãi đặc biệt cho 100 khách hàng đầu tiên, đặt ngay - ưu đãi #6",spam
"Già quá, cô đơn quá thì cho nó ra đi. bà con dòng họ, bạn bè, con cháu lần lượt ra đi hết rồi sống cũng ko có ý nghĩa gì nữa. hic..chắc thế.",neutral
"cuộc sống mưu sinh khó khăn đầy nơi, người giàu sang tiêu phí cho hàng hiệu cũng đầy rãi. Xã hội muôn màu. Tiếc thay cho những số phận không may mắn. Những ai đang chi tiêu lớn mà những thứ xa xỉ, nên cân nhắc lại.",neutral
Thôi thì thọ mạng đã hết . Có sinh ắt có tử . Vô bờ VN thì mồ yên mã đẹp cũng được an ủi ! ,neutral
Tiến lên nào Bayern,neutral
"Hy vọng nước nhà có thêm 1 kỹ sư hoặc chuyên gia giỏi. Tôi ko quan tâm lắm tới mấy giải vàng giải bạc này, chỉ mong em thành tài thôi",neutral
Ivanka nhìn có tố chất tổng thống nữ đầu tiên của Mỹ; mạnh mẽ lịch lãm,neutral
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #1224",positive
Thật tự hào khi thấy sản phẩm Việt chất lượng như vậy - cảm hứng #1647,positive
"Clip truyền cảm hứng mạnh mẽ, chúc mừng đội ngũ - cảm hứng #1714",positive
có một điều chắc chắn lúc này là các bộ não tư vấn phi thường của ông Trump và ông Biden đang tính toán tất cả các khả năng có thể xảy ra với những sự trợ giúp của những siêu máy tính. Để rồi họ sẽ có nước đi cho những ngày sắp tớiCùng chờ xem sao,neutral
"Nên ra luật người sử dụng ma túy cũng phạm tội đó là tiếp tay cho kẻ buôn bán trái phép chất cấm. Ai dương tính với ma túy thì cứ phạt tù lao động tới ba năm lần đầu, lần hai nhân đôi. Phạt như vậy sẽ hết thôi mà.",neutral
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1028,negative
Đọc bài báo rất là hài ở câu cuối.,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #953,positive
"cứ con nào nhiều option, giá ngon, nhiều ưu đãi thì cưới về thôi",spam
"Ăn tiền bảo hiểm đâu có dễ vậy, nếu dễ ăn thế thì các cty bảo hiểm đóng cửa phá sản hết rồi :')",neutral
"Cầu phúc cho con, con trai. Mong mẹ con sẽ vượt qua cú sốc này mà nuôi dạy con thật tốt",neutral
Thật đau lòng khi đọc những tin tức như thế - tâm trạng #1398,negative
con cá nầy ăn luôn con vịt @@ và cần câu khỏi câu luôn,neutral
Không thể tin được là lại xảy ra chuyện này - tâm trạng #187,negative
"Tại sao việc đang làm không làm cho hiệu quả hơn để kiểm soát chất lượng, mà phải tổ chức cấp quốc gia, có lãng phí nguồn lực không? Đào tạo 1 bs tốn kém không ích tiền của, nếu đã tốt nghiệp mà không làm bs vậy làm cái gì? Vậy thôi đừng cho ra trường, đừng cho đào tạo tràn lan, đào tạo kém chất lượng làm lãng phí nguồn lực xã hội.",negative
Mọi thứ đang trở nên tệ hại hơn mỗi ngày - tâm trạng #670,negative
"album có 8 bài, bài nào cũng hay và có nét riêng đặc biệt, cuốn hút, không phí tiền mua",neutral
"Mong cho mọi người bị thiên tai dịch bệnh mạnh mẽ vượt qua và cũng cảm thông với những ai đang bị chiến tranh ,cấm vận khiến họ đau khổ và đói kém.",negative
Tại sao Ban quản lý các hồ thủy điện không chịu tính toán các phương án xả nước trước để đón mưa lũ về.Như vậy vừa giúp dân chống hạn vừa tránh thiệt hại lúc cao điểm của mùa mưa lũ.,neutral
Trải nghiệm xuất sắc vượt kỳ vọng - cảm hứng #2143,positive
Đau lòng vô cùng con ơi,negative
"Chuyện bình thường. Chỉ có những người giàu có, nổi tiếng mà có lối sống, ăn mặc giản dị mới đáng ngạc nhiên và khâm phục.",neutral
Vậy là trump đã thành công 50% khi các nhà đầu tư đã nghĩ đến việc dời dây chuyền sx về mỹ,positive
"Khi ko bị Vòng kim Si trói buộc, thi đấu như thể chấp 1 ng, Barca vẫn toả thắng, Tạ có thật!?!",neutral
"Tình hình thật nguy hiểm, cần cảnh báo gấp - tâm trạng #1369",negative
Ai dám đi trời! Quá nguy hiểm. Nó chỉ là con drone.,negative
"Cứ đến mùa mưa bão lại thử thách, rèn luyện thêm sự cứng cỏi, kiên cường của Miền Trung.",neutral
Tầm giá ấy bạn có thể mua Hyundai i10 hoặc Kia Morning thôi. Đi trong phố là chủ yếu thì nó linh hoạt vì nhỏ gọn.,neutral
